,raw_text_src,raw_text,stance_label,spacy_processed_text,spacy_processed_text_src,avg_lev_dist
532,Legalization of Abortion,The right to control one's body is not a license to kill.Youth #SemST,2,"The right to control one 's body is not a license to kill . [EOS]
Youth # SemST [EOS]",Legalization of Abortion [EOS],91.3875
533,Hillary Clinton,@BarackObama #Love_peace and peaceful coexistence of all no to violence and #terrorism #SemST,2,$MENTION$ # Love_peace and peaceful coexistence of all no to violence and # terrorism # SemST [EOS],Hillary Clinton [EOS],91.4
534,Hillary Clinton,@HillaryIn2016 hey I just checked your blog. Kudos! Keep it up! #SemST,2,"$MENTION$ [EOS]
hey I just checked your blog . [EOS]
Kudos ! [EOS]
Keep it up ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],91.4
535,Legalization of Abortion,@Independent_ie No one has 5he right to tell any person what they should do with their body #SemST,2,"$MENTION$ [EOS]
No one has 5he right to tell any person what they should do with their body # SemST [EOS]",Legalization of Abortion [EOS],91.4125
536,Hillary Clinton,Hillary will be our next POTUS! #Hillary #SemST,2,"Hillary will be our next POTUS ! [EOS]
# Hillary # SemST [EOS]",Hillary Clinton [EOS],91.4125
537,Feminist Movement,Liberation is not supposed to replicate subordination. #SemST,2,"Liberation is not supposed to replicate subordination . [EOS]
# SemST [EOS]",Feminist Movement [EOS],91.4125
538,Hillary Clinton,@roughcountry451 @vendettajane Fortunately Bryan he does not have a saying on that  #freeallfour #SemST,2,"$MENTION$ $MENTION$ [EOS]
Fortunately Bryan he does not have a saying on that # freeallfour # SemST [EOS]",Hillary Clinton [EOS],91.425
539,Donald Trump,We are a vulgar people. We deserve a vulgar leader.  #SemST,2,"We are a vulgar people . [EOS]
We deserve a vulgar leader . [EOS]
# SemST [EOS]",Donald Trump [EOS],91.425
540,Atheism,"AtheistQ ""spaghettiking I didn't quote the bible."" #SemST",2,"AtheistQ "" spaghettiking I did not quote the bible . "" [EOS]
# SemST [EOS]",Atheism [EOS],91.425
541,Feminist Movement,Ladies is pimps too. Go on brush your shoulders off. #SemST,2,"Ladies is pimps too . [EOS]
Go on brush your shoulders off . [EOS]
# SemST [EOS]",Feminist Movement [EOS],91.4375
542,Hillary Clinton,Ding Dong ____ _____ __ ____ #SemST,2,"Ding Dong _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ [EOS]
# SemST [EOS]",Hillary Clinton [EOS],91.4375
543,Feminist Movement,"@MezzoMiller @fakedansavage roid rage, women doping to look like machismo boy/men #misogyny #SemST",2,"$MENTION$ $MENTION$ roid rage , women doping to look like machismo boy / men # misogyny # SemST [EOS]",Feminist Movement [EOS],91.45
544,Donald Trump,oh my fave @marclamonthill and Ben actually agree. #CNN #LatinosUnidos #SemST,2,"oh my fave $MENTION$ and Ben actually agree . [EOS]
# CNN # LatinosUnidos # SemST [EOS]",Donald Trump [EOS],91.4625
545,Hillary Clinton,How can she live with herself? #Benghazi #SemST,2,"How can she live with herself ? [EOS]
# [EOS]
Benghazi # SemST [EOS]",Hillary Clinton [EOS],91.475
546,Legalization of Abortion,CPCs in this town of 5000: 2. #goddamn #SemST,2,CPCs in this town of 5000 : 2 . # goddamn # SemST [EOS],Legalization of Abortion [EOS],91.475
547,Feminist Movement,"@mrgolder1974 @Pandamoanimum ""The lions return home to rape their women and earn more money."" #SemST",2,"$MENTION$ $MENTION$ "" The lions return home to rape their women and earn more money . "" [EOS]
# SemST [EOS]",Feminist Movement [EOS],91.4875
548,Hillary Clinton,@sgtis0905 @UnPoliticalPrty Never forget @emaleroland #Benghazi Shackle the criminal element #SemST,2,$MENTION$ $MENTION$ Never forget $MENTION$ # Benghazi Shackle the criminal element # SemST [EOS],Hillary Clinton [EOS],91.4875
549,Donald Trump,Blessed is the nation whose God is Lord. Psalm 33:12 #SemST,2,"Blessed is the nation whose God is Lord . [EOS]
Psalm 33:12 # SemST [EOS]",Donald Trump [EOS],91.4875
550,Hillary Clinton,@anthonyweiner super out of touch and stupid.   Please go away. #NYCPride #NYC #SemST,2,"$MENTION$ super out of touch and stupid . [EOS]
Please go away . [EOS]
# NYCPride # NYC # SemST [EOS]",Hillary Clinton [EOS],91.5
551,Atheism,"#Religions can't all be right, but they can all be wrong. #SemST",2,"# Religions ca not all be right , but they can all be wrong . [EOS]
# SemST [EOS]",Atheism [EOS],91.525
552,Hillary Clinton,Madam President Clinton; you have all the gays vote. #jarrid #SemST,2,"Madam President Clinton ; you have all the gays vote . [EOS]
# jarrid # SemST [EOS]",Hillary Clinton [EOS],91.55
553,Donald Trump,Donald Trump would win every season of Project Runway. #SemST,2,"Donald Trump would win every season of Project Runway . [EOS]
# SemST [EOS]",Donald Trump [EOS],91.575
554,Donald Trump,Spending my fourth at taqueria with some homies. #murica  #SemST,2,"Spending my fourth at taqueria with some homies . [EOS]
# murica # SemST [EOS]",Donald Trump [EOS],91.575
555,Donald Trump,Hey montel: shut the fuck up! How does that grab you? #SemST,2,"Hey montel : shut the fuck up ! [EOS]
How does that grab you ? [EOS]
# SemST [EOS]",Donald Trump [EOS],91.6
556,Legalization of Abortion,Pro-choice is pro-murder couched in liberal rhetoric. #SemST,2,"Pro - choice is pro - murder couched in liberal rhetoric . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],91.6125
557,Feminist Movement,Anita #Sarkeesian - living the damsel in distress trope. #SemST,2,"Anita # Sarkeesian - living the damsel in distress trope . [EOS]
# SemST [EOS]",Feminist Movement [EOS],91.6125
558,Feminist Movement,"@shunter395 True, but it's in quotes, and I had to take the opportunity to promote #SemST",2,"$MENTION$ [EOS]
True , but it 's in quotes , and I had to take the opportunity to promote # SemST [EOS]",Feminist Movement [EOS],91.6125
559,Feminist Movement,"@ProLifeAction right, because no one ever cheated before birth control... #prochoice #SemST",2,"$MENTION$ right , because no one ever cheated before birth control ... [EOS]
# prochoice # SemST [EOS]",Feminist Movement [EOS],91.6125
560,Legalization of Abortion,@abelitomiranda ...about the millions of aborted children? Lets fix this too #LoveWins #SemST,2,"$MENTION$ ... about the millions of aborted children ? [EOS]
Lets fix this too # LoveWins # SemST [EOS]",Legalization of Abortion [EOS],91.65
561,Donald Trump,",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST",2,", $MENTION$ trumps presidential dreams r about as real as KimJonguns unicorns . [EOS]
# SemST [EOS]",Donald Trump [EOS],91.675
562,Atheism,.@Wargamer204 Your logial fallacy is: strawman. :) /@moinedeisme #SemST,2,".$MENTION$ [EOS]
Your logial fallacy is : strawman . [EOS]
:) /$MENTION$ [EOS]
# SemST [EOS]",Atheism [EOS],91.7
563,Donald Trump,@majicmahon @seanhannity @RickSantorum Hillary's brand of  experience we do not need! #SemST,2,"$MENTION$ $MENTION$ $MENTION$ [EOS]
Hillary 's brand of experience we do not need ! [EOS]
# SemST [EOS]",Donald Trump [EOS],91.725
564,Feminist Movement,The fact that Chris Brown is somehow still famous is why I need #SemST,2,The fact that Chris Brown is somehow still famous is why I need # SemST [EOS],Feminist Movement [EOS],91.75
565,Feminist Movement,Conclusion: I am only good enough to be 1/5th #bullshit #SemST,2,Conclusion : I am only good enough to be 1/5th # bullshit # SemST [EOS],Feminist Movement [EOS],91.75
566,Atheism,Let Your fear come upon every soul in my city -Acts 2:43 #SemST,2,Let Your fear come upon every soul in my city -Acts 2:43 # SemST [EOS],Atheism [EOS],91.75
567,Legalization of Abortion,"You don't ask for power, you demand power. #PPgeneration #SemST",2,"You do not ask for power , you demand power . [EOS]
# PPgeneration # SemST [EOS]",Legalization of Abortion [EOS],91.7625
568,Hillary Clinton,@randyprine @fabiaceae They know they're going to lose to HRC so they keep trying! #SemST,2,"$MENTION$ $MENTION$ [EOS]
They know they 're going to lose to HRC so they keep trying ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],91.7625
569,Feminist Movement,"If you're a feminist AND you hate men, please kill yourself. #SemST",2,"If you 're a feminist AND you hate men , please kill yourself . [EOS]
# SemST [EOS]",Feminist Movement [EOS],91.7875
570,Feminist Movement,Because all human beings are created equally by nature. #SemST,2,"Because all human beings are created equally by nature . [EOS]
# SemST [EOS]",Feminist Movement [EOS],91.8
571,Hillary Clinton,"@thinkprogress just let them keep talking, the GOP will talk themselves out of a presidency #SemST",2,"$MENTION$ just let them keep talking , the GOP will talk themselves out of a presidency # SemST [EOS]",Hillary Clinton [EOS],91.8
572,Atheism,Your word has given me life -Ps. 119:49-50 #SemST,2,"Your word has given me life -Ps . [EOS]
119:49 - 50 # SemST [EOS]",Atheism [EOS],91.8125
573,Donald Trump,Get the truth from Trump! @realDonaldTrump #SemST,2,"Get the truth from Trump ! $MENTION$ [EOS]
# SemST [EOS]",Donald Trump [EOS],91.825
574,Donald Trump,I'll believe it when I see it. #BringBackOurUranium #SemST,2,"I 'll believe it when I see it . [EOS]
# BringBackOurUranium # SemST [EOS]",Donald Trump [EOS],91.825
575,Hillary Clinton,"Never vote for @RickSantorum ""for the survival of our country"" #LoveWins #SemST",2,"Never vote for $MENTION$ "" for the survival of our country "" # LoveWins # SemST [EOS]",Hillary Clinton [EOS],91.85
576,Donald Trump,@plotagon I'm dying for the new @realDonaldTrump hair option... ETA?  ;)  #plotagon #SemST,2,"$MENTION$ I 'm dying for the new $MENTION$ hair option ... [EOS]
ETA ? ;) # plotagon # SemST [EOS]",Donald Trump [EOS],91.8625
577,Feminist Movement,Girls over 130 pounds shouldn't wear a bikini #womenintech #SemST,2,Girls over 130 pounds should not wear a bikini # womenintech # SemST [EOS],Feminist Movement [EOS],91.8625
578,Atheism,@tooqwk4u Isn't there a missing component in Borel's Law? Time. #atheists #SemST,2,"$MENTION$ Is not there a missing component in Borel 's Law ? [EOS]
Time . [EOS]
# atheists # SemST [EOS]",Atheism [EOS],91.9
579,Atheism,#Life is a STATION not a DESTINATION #islam #SemST,2,# Life is a STATION not a DESTINATION # islam # SemST [EOS],Atheism [EOS],91.9125
580,Atheism,"Remove the bitterness from my heart, Lord. Amen. #SemST",2,"Remove the bitterness from my heart , Lord . [EOS]
Amen . [EOS]
# SemST [EOS]",Atheism [EOS],91.9125
581,Atheism,The #Church is a hospital but the doctor is one: #Christ!! #SemST,2,"The # Church is a hospital but the doctor is one : # Christ ! ! [EOS]
# SemST [EOS]",Atheism [EOS],91.9375
582,Legalization of Abortion,@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,2,"$MENTION$ What are they doing with acid signs [EOS]
oh yeah [EOS]
their all tripping # lsd # SemST [EOS]",Legalization of Abortion [EOS],91.95
583,Hillary Clinton,I'll be #ThatChampion when your subpoena arrives.  #tcot #SemST,2,"I 'll be # ThatChampion when your subpoena arrives . [EOS]
# tcot # SemST [EOS]",Hillary Clinton [EOS],91.95
584,Atheism,Celebrity atheism is beginning to irk me #initforthemoney #SemST,2,Celebrity atheism is beginning to irk me # initforthemoney # SemST [EOS],Atheism [EOS],91.95
585,Hillary Clinton,"@HillaryforNV @MissLynnetteH 2 hours left, let's chip in $5, Nevada! #raisethenewPOTUS #SemST",2,"$MENTION$ $MENTION$ 2 hours left , let 's chip in $ 5 , Nevada ! [EOS]
# raisethenewPOTUS # SemST [EOS]",Hillary Clinton [EOS],91.9625
586,Hillary Clinton,@HillaryClinton Hahahaha how much are you going to charge them!!!! #NoHillary2016 #SemST,2,"$MENTION$ Hahahaha how much are you going to charge them ! ! ! ! [EOS]
# NoHillary2016 # SemST [EOS]",Hillary Clinton [EOS],91.9625
587,Hillary Clinton,I wish Bernie's fans would stop screaming. #Bernie2016 #SemST,2,"I wish Bernie 's fans would stop screaming . [EOS]
# Bernie2016 # SemST [EOS]",Hillary Clinton [EOS],91.9625
588,Donald Trump,. @realDonaldTrump American was great until you embarrassed us all to death #SemST,2,". [EOS]
$MENTION$ [EOS]
American was great until you embarrassed us all to death # SemST [EOS]",Donald Trump [EOS],91.9625
589,Donald Trump,.@GOP @JebBush can't win this election. I really hope you understand that. #SemST,2,".$MENTION$ $MENTION$ ca not win this election . [EOS]
I really hope you understand that . [EOS]
# SemST [EOS]",Donald Trump [EOS],92.025
590,Atheism,"The god named ""God"" is really just another god.  #freethinker #SemST",2,"The god named "" God "" is really just another god . [EOS]
# freethinker # SemST [EOS]",Atheism [EOS],92.075
591,Hillary Clinton,@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign. #SemST,2,"$MENTION$ $MENTION$ Hillary 's doing the right thing -- staying focus on her campaign . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.075
592,Atheism,"Don't be fooled, the prayers of the wicked are useless. #User #SemST",2,"Do not be fooled , the prayers of the wicked are useless . [EOS]
# User # SemST [EOS]",Atheism [EOS],92.075
593,Donald Trump,Greece.... Bernie Sanders school of economics #greta #SemST,2,Greece .... Bernie Sanders school of economics # greta # SemST [EOS],Donald Trump [EOS],92.075
594,Hillary Clinton,"You cant fix stupid, might not be able to vote them out either. #SemST",2,"You ca nt fix stupid , might not be able to vote them out either . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.075
595,Atheism,"No prayer is useless, wasted, or unheard! #powerofprayer #SemST",2,"No prayer is useless , wasted , or unheard ! [EOS]
# powerofprayer # SemST [EOS]",Atheism [EOS],92.125
596,Donald Trump,"If you live in a Trump building, congratulations on that decision #SemST",2,"If you live in a Trump building , congratulations on that decision # SemST [EOS]",Donald Trump [EOS],92.175
597,Donald Trump,@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams? #SemST,2,"$MENTION$ : Just Curious Do You Follow $MENTION$ [EOS]
Or $MENTION$ ? [EOS]
# SemST [EOS]",Donald Trump [EOS],92.175
598,Hillary Clinton,"Hillary must have been at the Navy Yard, under sniper fire!  #SemST",2,"Hillary must have been at the Navy Yard , under sniper fire ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.1875
599,Donald Trump,@WhipHoyer @CorlessJones haha ACA is far from affordable you bunch of GRUBER idiots! #SemST,2,"$MENTION$ $MENTION$ haha ACA is far from affordable you bunch of GRUBER idiots ! [EOS]
# SemST [EOS]",Donald Trump [EOS],92.2
600,Donald Trump,"In addition to sanctuary cities, I'm done with Walmart too. #SemST",2,"In addition to sanctuary cities , I 'm done with Walmart too . [EOS]
# SemST [EOS]",Donald Trump [EOS],92.2125
601,Hillary Clinton,"@LeighStorz @jstines3 Totally agree, Hillary is an incompetent scandal ridden phony. #SemST",2,"$MENTION$ $MENTION$ Totally agree , Hillary is an incompetent scandal ridden phony . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.2125
602,Donald Trump,Get over to #CNN #AC360 @realDonaldTrump going live in minutes.  #SemST,2,"Get over to # CNN # AC360 $MENTION$ going live in minutes . [EOS]
# SemST [EOS]",Donald Trump [EOS],92.2125
603,Hillary Clinton,@redsteeze @maggieNYT By that time the guy with #Benghazi sign will be arrested. #SemST,2,"$MENTION$ $MENTION$ [EOS]
By that time the guy with # Benghazi sign will be arrested . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.2125
604,Feminist Movement,Putting the air conditioners in while wearing a sundress because #SemST,2,Putting the air conditioners in while wearing a sundress because # SemST [EOS],Feminist Movement [EOS],92.225
605,Atheism,It's Ask an Atheist Day! Have a question?   #askanatheist #SemST,2,"It 's Ask an Atheist Day ! [EOS]
Have a question ? [EOS]
# askanatheist # SemST [EOS]",Atheism [EOS],92.2375
606,Legalization of Abortion,Assaulting & manipulating pregnant people doesn't reduce #SemST,2,Assaulting & manipulating pregnant people does not reduce # SemST [EOS],Legalization of Abortion [EOS],92.2375
607,Legalization of Abortion,I hope you all either enjoy the rugby or enjoy not enjoying the rugby #SemST,2,I hope you all either enjoy the rugby or enjoy not enjoying the rugby # SemST [EOS],Legalization of Abortion [EOS],92.2625
608,Feminist Movement,Girls over 130 pounds shouldn't wear a swim suit #womenintech #SemST,2,Girls over 130 pounds should not wear a swim suit # womenintech # SemST [EOS],Feminist Movement [EOS],92.2625
609,Legalization of Abortion,Will you be my #voice? -unborn babiesyouthgen #SemST,2,"Will you be my # voice ? [EOS]
-unborn [EOS]
babiesyouthgen # SemST [EOS]",Legalization of Abortion [EOS],92.275
610,Feminist Movement,Woman: you see me as a sex object! Me: you see me as an atm. #SemST,2,"Woman : you see me as a sex object ! [EOS]
Me : you see me as an atm . [EOS]
# SemST [EOS]",Feminist Movement [EOS],92.2875
611,Legalization of Abortion,you can't say you support women's rights but be against abortion #SemST,2,you ca not say you support women 's rights but be against abortion # SemST [EOS],Legalization of Abortion [EOS],92.3
612,Legalization of Abortion,"We say God bless America but we kill 4,000 babies a year. #SemST",2,"We say God bless America but we kill 4,000 babies a year . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],92.3125
613,Atheism,The #humanist church is the new cloth. #kissTheRing #tcot #SemST,2,"The # humanist church is the new cloth . [EOS]
# kissTheRing # tcot # SemST [EOS]",Atheism [EOS],92.325
614,Legalization of Abortion,@StevenErtelt @GM_GXPfan My wife had an abortion when she was young She regrets it to this day #SemST,2,"$MENTION$ $MENTION$ [EOS]
My wife had an abortion when she was young She regrets it to this day # SemST [EOS]",Legalization of Abortion [EOS],92.3375
615,Feminist Movement,Feminism is Radical Islam painted in pink.   #GamerGate #SemST,2,"Feminism is Radical Islam painted in pink . [EOS]
# GamerGate # SemST [EOS]",Feminist Movement [EOS],92.375
616,Donald Trump,@exjon @SweetFreedom29 @irishspy @KATUNews say's it all!!!!!!!!  #SemST,2,"$MENTION$ $MENTION$ [EOS]
$MENTION$ $MENTION$ say 's it all ! ! ! ! ! ! ! ! [EOS]
# SemST [EOS]",Donald Trump [EOS],92.375
617,Legalization of Abortion,Can we make sure #lovewins for babies too? Or nah... #SemST,2,"Can we make sure # lovewins for babies too ? [EOS]
Or nah ... [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],92.4
618,Atheism, Believe in God at your worst moments    #God #here #always #trust #SemST,2,Believe in God at your worst moments # God # here # always # trust # SemST [EOS],Atheism [EOS],92.4
619,Donald Trump,"Donald Trump donated $100,000 to the Clinton Foundation. #SemST",2,"Donald Trump donated $ 100,000 to the Clinton Foundation . [EOS]
# SemST [EOS]",Donald Trump [EOS],92.4
620,Donald Trump,I hate it when percent try to out-bitter each other. #UniteBlue #SemST,2,"I hate it when percent try to out - bitter each other . [EOS]
# UniteBlue # SemST [EOS]",Donald Trump [EOS],92.425
621,Feminist Movement,@OccupyCourt Family Court is not a court. It is INQUISITION. #FEMINAZIS #SemST,2,"$MENTION$ Family Court is not a court . [EOS]
It is INQUISITION . [EOS]
# FEMINAZIS # SemST [EOS]",Feminist Movement [EOS],92.4625
622,Hillary Clinton,Happy Birthday America! Let's fight to make it better! #SemST,2,"Happy Birthday America ! [EOS]
Let 's fight to make it better ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.4625
623,Atheism,Have you sensed the summons to your journey? #spirituality #SemST,2,"Have you sensed the summons to your journey ? [EOS]
# spirituality # SemST [EOS]",Atheism [EOS],92.475
624,Hillary Clinton,@iaaronmitch Right now I think we're all sending special thanks to Donald Trump. #SemST,2,"$MENTION$ [EOS]
Right now I think we 're all sending special thanks to Donald Trump . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.475
625,Hillary Clinton,I want America to great again #WhyImNotVotingForHillary #SemST,2,I want America to great again # WhyImNotVotingForHillary # SemST [EOS],Hillary Clinton [EOS],92.4875
626,Atheism,#God is utterly powerless without Human intervention... #SemST,2,"# God is utterly powerless without Human intervention ... [EOS]
# SemST [EOS]",Atheism [EOS],92.5
627,Legalization of Abortion,@saintjohnfargo @chrisgeidner @tweetbrk Ginsburg already supports the death penalty..she calls it #SemST,2,$MENTION$ $MENTION$ $MENTION$ Ginsburg already supports the death penalty .. she calls it # SemST [EOS],Legalization of Abortion [EOS],92.525
628,Legalization of Abortion,@UberFacts because that 9% utilized that wonderful gift of choice (#proChoice). #SemST,2,"$MENTION$ because that 9 % utilized that wonderful gift of choice ( # proChoice ) . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],92.55
629,Feminist Movement,RT @WeNeedFeminism: My school taught us about the penis but never mentioned the clitoris #SemST,2,"RT $MENTION$ : [EOS]
My school taught us about the penis but never mentioned the clitoris # SemST [EOS]",Feminist Movement [EOS],92.5625
630,Legalization of Abortion,remember the gates of Hell will not prevail. #GayMarriage #SemST,2,"remember the gates of Hell will not prevail . [EOS]
# GayMarriage # SemST [EOS]",Legalization of Abortion [EOS],92.5625
631,Donald Trump,"Donald Trump....you're fired, fired, & fired again! #SemST",2,"Donald Trump .... you're fired , fired , & fired again ! [EOS]
# SemST [EOS]",Donald Trump [EOS],92.575
632,Feminist Movement,@PizzaPartyBen omg u misogynistic oppressor this is why i need #rapeculture #patriarchy #SemST,2,$MENTION$ omg u misogynistic oppressor this is why i need # rapeculture # patriarchy # SemST [EOS],Feminist Movement [EOS],92.6
633,Hillary Clinton,#HillaryClinton is the champion of the potemkin candidacy. #SemST,2,"# HillaryClinton is the champion of the potemkin candidacy . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.6125
634,Feminist Movement,I'll eat mac and cheese out of your front hole but only if you ask first #SemST,2,I 'll eat mac and cheese out of your front hole but only if you ask first # SemST [EOS],Feminist Movement [EOS],92.65
635,Feminist Movement,@godlyputhy @jalexus_aames good but the first one is a technically false fact but whatever yay #SemST,2,"$MENTION$ $MENTION$ good [EOS]
but the first one is a technically false fact but whatever yay # SemST [EOS]",Feminist Movement [EOS],92.6625
636,Hillary Clinton,@CheekyGent @ChuckCJohnson Hey Hillary is on her to way to buy votes too! #HillarySoOld #SemST,2,"$MENTION$ $MENTION$ [EOS]
Hey Hillary is on her to way to buy votes too ! [EOS]
# HillarySoOld # SemST [EOS]",Hillary Clinton [EOS],92.675
637,Donald Trump,Who is the reporter? Somebody give her a medal. #MSNBC #SemST,2,"Who is the reporter ? [EOS]
Somebody give her a medal . [EOS]
# MSNBC # SemST [EOS]",Donald Trump [EOS],92.6875
638,Atheism,The Son of God became man so that we might become God. ~Athanasius #SemST,2,"The Son of God became man so that we might become God . [EOS]
~Athanasius # SemST [EOS]",Atheism [EOS],92.7
639,Legalization of Abortion,RT @gbforchoice: When is abortion a responsible choice? When a woman chooses it to be #SemST,2,"RT $MENTION$ : When is abortion a responsible choice ? [EOS]
When a woman chooses it to be # SemST [EOS]",Legalization of Abortion [EOS],92.7125
640,Atheism,My connection to #God allows me to create all the good in my live. #SemST,2,"My connection to # God allows me to create all the good in my live . [EOS]
# SemST [EOS]",Atheism [EOS],92.7125
641,Atheism,#God has a wonderful way of turning negatives into positives. #SemST,2,"# God has a wonderful way of turning negatives into positives . [EOS]
# SemST [EOS]",Atheism [EOS],92.725
642,Legalization of Abortion,The sanctity of human life is not a woman's issue. #antifeminism #SemST,2,"The sanctity of human life is not a woman 's issue . [EOS]
# antifeminism # SemST [EOS]",Legalization of Abortion [EOS],92.725
643,Legalization of Abortion,@notmuchelse It is no less your child before or after birth. One continuum of life. #SemST,2,"$MENTION$ It is no less your child before or after birth . [EOS]
One continuum of life . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],92.7375
644,Hillary Clinton,@foxnation That should have been done BEFORE she got rid of it!!! #NoHillary2016 #SemST,2,"$MENTION$ That should have been done BEFORE she got rid of it ! ! ! [EOS]
# NoHillary2016 # SemST [EOS]",Hillary Clinton [EOS],92.7625
645,Hillary Clinton,@dedicated_to_it i think the main problem is having your foot in your mouth in the first place. #SemST,2,"$MENTION$ i think the main problem is having your foot in your mouth in the first place . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.7875
646,Feminist Movement,My brother learned about fake pockets on women's clothing today.  #SemST,2,"My brother learned about fake pockets on women 's clothing today . [EOS]
# SemST [EOS]",Feminist Movement [EOS],92.825
647,Feminist Movement,Free bleeding is only gross if ur a misogynist #ineedfriends #SemST,2,Free bleeding is only gross if ur a misogynist # ineedfriends # SemST [EOS],Feminist Movement [EOS],92.825
648,Atheism,@Rohtakite_1 @re_ve_ng_er @jsp293 @jeetensingh @buzzindelhi May be as Congress using #SemST,2,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ [EOS]
May be as Congress using # SemST [EOS]",Atheism [EOS],92.85
649,Legalization of Abortion,"@umich Unjustified homicide should ALWAYS be illegal, including #ProlifeYouth #SemST",2,"$MENTION$ Unjustified homicide should ALWAYS be illegal , including # ProlifeYouth # SemST [EOS]",Legalization of Abortion [EOS],92.85
650,Atheism,May the Gods grant me many more freelance gigs in PDX #intention #SemST,2,"May the Gods grant me many more freelance gigs in PDX [EOS]
# intention # SemST [EOS]",Atheism [EOS],92.85
651,Donald Trump,@FFRNNU Maybe #MSM should be talking more about this and less about flags and cakes. #SemST,2,"$MENTION$ Maybe # MSM should be talking more about this and less about flags and cakes . [EOS]
# SemST [EOS]",Donald Trump [EOS],92.875
652,Atheism,I am strong because I am wise and full of knowledge -Prov. 24:5 #SemST,2,I am strong because I am wise and full of knowledge -Prov . 24:5 # SemST [EOS],Atheism [EOS],92.9
653,Atheism,Daily time in God's Word yields lasting freedom. #assurance #SemST,2,"Daily time in God 's Word yields lasting freedom . [EOS]
# assurance # SemST [EOS]",Atheism [EOS],92.9125
654,Legalization of Abortion,Anti choice laws are sexist because they only effect women*.   #SemST,2,"Anti choice laws are sexist because they only effect women * . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],92.9125
655,Feminist Movement,@WALKAFLOCKKAA @kasscheeks @WeNeedFeminlsm they all acting like they lived through medieval times and shit #SemST,2,$MENTION$ $MENTION$ $MENTION$ they all acting like they lived through medieval times and shit # SemST [EOS],Feminist Movement [EOS],92.9375
656,Donald Trump,I feel dumb that I am so broke and Donald Trump is a billionaire. #SemST,2,"I feel dumb that I am so broke and Donald Trump is a billionaire . [EOS]
# SemST [EOS]",Donald Trump [EOS],92.95
657,Hillary Clinton,#hillaryclinton is the champion of authentic southern accents. #SemST,2,"# hillaryclinton is the champion of authentic southern accents . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],92.9625
658,Atheism,I'm making it happen tho  S/O to GOD . #Patience #Priorities #SemST,2,"I 'm making it happen tho S / O to GOD . [EOS]
# Patience # Priorities # SemST [EOS]",Atheism [EOS],92.9625
659,Feminist Movement,@Ihavegreenwood waits for Zac to get roasted. #patriarchy #oppression #comegethimgirls #SemST,2,"$MENTION$ waits for Zac to get roasted . [EOS]
# patriarchy # oppression # comegethimgirls # SemST [EOS]",Feminist Movement [EOS],92.975
660,Legalization of Abortion,@ghhshirley Abortion Workers Charged with Manslaughter After Another Woman Dies From #SemST,2,"$MENTION$ [EOS]
Abortion Workers Charged with Manslaughter After Another Woman Dies From # SemST [EOS]",Legalization of Abortion [EOS],93.0125
661,Atheism,I receive Your lovingkindness every morning -Ps. 143:8 #SemST,2,"I receive Your lovingkindness every morning -Ps . [EOS]
143:8 # SemST [EOS]",Atheism [EOS],93.0375
662,Hillary Clinton,@stylistkavin Amazing how much they sound like Republicans! ; ) #ITrustHillary #SemST,2,"$MENTION$ [EOS]
Amazing how much they sound like Republicans ! [EOS]
; ) # ITrustHillary # SemST [EOS]",Hillary Clinton [EOS],93.05
663,Donald Trump,"@irritatedwoman that goes back to: liberals not only don't listen, they don't think either. #SemST",2,"$MENTION$ that goes back to : liberals not only do not listen , they do not think either . [EOS]
# SemST [EOS]",Donald Trump [EOS],93.05
664,Hillary Clinton,I'd still rather have Aaron Hernandez as President than Hillary.  #SemST,2,"I 'd still rather have Aaron Hernandez as President than Hillary . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],93.0625
665,Legalization of Abortion,#NothingMoreAmericanThan unjustified homicide of the unborn in #SemST,2,# NothingMoreAmericanThan unjustified homicide of the unborn in # SemST [EOS],Legalization of Abortion [EOS],93.075
